gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2563532363	383	36	372	3.1e-79	252.2	TIGR01730	RND family efflux transporter, MFP subunit
2563532366	3122	1689	2029	0.0e+00	500	TIGR04020	natural product biosynthesis luciferase-like monooxygenase domain
2563532366	3122	2525	2931	0.0e+00	434.2	TIGR01733	amino acid adenylation domain
2563532370	9454	2053	2462	0.0e+00	437.5	TIGR01733	amino acid adenylation domain
2563532370	9454	5066	5224	2.6e-42	134	TIGR01720	non-ribosomal peptide synthase domain TIGR01720
2563532370	9454	9083	9442	2.2e-96	312.8	TIGR01746	thioester reductase domain
2563532372	270	131	216	5.3e-13	35.4	TIGR00556	phosphopantetheine--protein transferase domain
2563532377	2911	557	960	0.0e+00	444.9	TIGR01733	amino acid adenylation domain
2563532378	4111	2881	3037	7.5e-46	144.5	TIGR01720	non-ribosomal peptide synthase domain TIGR01720
2563532378	4111	534	940	0.0e+00	433.7	TIGR01733	amino acid adenylation domain
2563532380	363	1	363	0.0e+00	536.6	TIGR00092	GTP-binding protein YchF
2563532381	375	17	371	9.6e-107	343	TIGR00528	glycine cleavage system T protein
2563532382	964	20	957	0.0e+00	1454.5	TIGR00461	glycine dehydrogenase (decarboxylating)
2563532387	635	81	173	6.6e-13	35.1	TIGR00229	PAS domain S-box
2563532390	719	289	455	1.2e-49	155.3	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532390	719	33	167	3.7e-14	40.1	TIGR00229	PAS domain S-box
2563532393	650	153	649	0.0e+00	695.3	TIGR01241	ATP-dependent metalloprotease FtsH
2563532401	716	21	662	0.0e+00	565.3	TIGR02504	ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent
2563532403	645	18	641	0.0e+00	1048.3	TIGR02188	acetate--CoA ligase
2563532406	185	1	184	3.7e-57	179.1	TIGR00095	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
2563532407	161	4	158	4.1e-65	205.6	TIGR01510	pantetheine-phosphate adenylyltransferase, bacterial
2563532407	161	4	64	2.2e-19	56.6	TIGR00125	cytidyltransferase-like domain
2563532412	188	2	188	6.3e-56	176	TIGR00038	translation elongation factor P
2563532412	188	3	188	2.5e-73	233.2	TIGR02178	elongation factor P-like protein YeiP
2563532421	104	2	104	1.1e-29	89.3	TIGR00205	flagellar hook-basal body complex protein FliE
2563532422	609	47	609	2.3e-114	369.2	TIGR00206	flagellar basal-body M-ring protein/flagellar hook-basal body protein (fliF)
2563532423	335	1	335	6.4e-100	320.7	TIGR00207	flagellar motor switch protein FliG
2563532425	454	32	445	0.0e+00	641.1	TIGR03496	flagellar protein export ATPase FliI
2563532425	454	9	447	0.0e+00	580.3	TIGR01026	ATPase, FliI/YscN family
2563532426	152	4	141	2.8e-23	69	TIGR02473	flagellar export protein FliJ
2563532428	152	1	94	1.3e-36	111	TIGR00166	ribosomal protein S6
2563532429	75	4	73	4.7e-37	112.3	TIGR00165	ribosomal protein S18
2563532431	149	1	148	2.1e-49	153.9	TIGR00158	ribosomal protein L9
2563532440	436	5	433	0.0e+00	588.1	TIGR01125	ribosomal protein S12 methylthiotransferase RimO
2563532440	436	5	433	1.9e-107	346.7	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2563532445	669	372	495	2.1e-15	44.1	TIGR00229	PAS domain S-box
2563532445	669	495	660	1.4e-47	148.5	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532447	329	9	327	0.0e+00	425.3	TIGR00557	4-hydroxythreonine-4-phosphate dehydrogenase
2563532448	282	3	280	3.4e-86	274.7	TIGR00755	ribosomal RNA small subunit methyltransferase A
2563532451	2522	1745	1777	9.1e-05	10.2	TIGR01643	YD repeat (two copies)
2563532451	2522	2128	2209	1.1e-25	77.2	TIGR03696	RHS repeat-associated core domain
2563532452	107	3	107	1.7e-45	140.8	TIGR02011	iron-sulfur cluster assembly protein IscA
2563532452	107	3	107	2.1e-36	111.5	TIGR00049	Iron-sulfur cluster assembly accessory protein
2563532454	157	1	131	5.3e-49	152.6	TIGR00738	Rrf2 family protein
2563532454	157	1	135	1.2e-66	209.8	TIGR02010	iron-sulfur cluster assembly transcription factor IscR
2563532455	255	5	166	1.6e-79	251.7	TIGR01172	serine O-acetyltransferase
2563532456	246	1	241	2.5e-78	249.1	TIGR00050	RNA methyltransferase, TrmH family, group 1
2563532458	180	45	175	1.6e-44	137.4	TIGR01575	ribosomal-protein-alanine acetyltransferase
2563532459	228	57	226	1.3e-69	219.5	TIGR00758	uracil-DNA glycosylase, family 4
2563532460	514	4	498	0.0e+00	742.1	TIGR00973	2-isopropylmalate synthase, bacterial type
2563532461	246	21	184	9.8e-39	119	TIGR00473	CDP-diacylglycerol--serine O-phosphatidyltransferase
2563532467	148	1	146	1.4e-58	183.6	TIGR00256	D-tyrosyl-tRNA(Tyr) deacylase
2563532470	161	5	156	1.3e-62	196.2	TIGR01935	RraA famliy
2563532471	315	2	287	1.9e-105	338.1	TIGR00216	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase (IPP and DMAPP forming)
2563532475	108	1	108	4.8e-45	138.6	TIGR03342	sulfur relay protein, TusE/DsrC/DsvC family
2563532476	96	2	95	1.1e-20	59.9	TIGR03011	sulfur relay protein TusB/DsrH
2563532480	452	14	362	0.0e+00	452.7	TIGR00237	exodeoxyribonuclease VII, large subunit
2563532481	181	5	172	4.1e-36	110.6	TIGR02258	2'-5' RNA ligase
2563532485	351	181	349	1.6e-56	176.7	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532487	227	3	217	3.5e-62	196.2	TIGR03725	tRNA threonylcarbamoyl adenosine modification protein YeaZ
2563532491	200	23	176	1.8e-63	199.6	TIGR00401	methionine-S-sulfoxide reductase
2563532493	379	9	350	0.0e+00	432.3	TIGR01420	pilus retraction protein PilT
2563532494	477	127	469	4.8e-128	413.1	TIGR01420	pilus retraction protein PilT
2563532497	381	14	296	2.7e-75	239.2	TIGR01297	cation diffusion facilitator family transporter
2563532498	404	10	404	0.0e+00	429.2	TIGR00120	glutamate N-acetyltransferase/amino-acid acetyltransferase
2563532499	307	1	128	3.1e-39	121.1	TIGR00586	mutator mutT protein
2563532499	307	130	307	3.5e-27	82	TIGR00693	thiamine-phosphate diphosphorylase
2563532501	335	10	335	1.5e-116	375	TIGR02666	molybdenum cofactor biosynthesis protein A, bacterial
2563532508	212	2	212	2.2e-79	252	TIGR01351	adenylate kinase
2563532509	340	6	338	0.0e+00	456.3	TIGR01296	aspartate-semialdehyde dehydrogenase (peptidoglycan organisms)
2563532510	1012	184	257	2.6e-27	81.7	TIGR03505	FimV N-terminal domain
2563532510	1012	968	1011	4.0e-18	52.5	TIGR03504	FimV C-terminal domain
2563532513	331	3	330	4.3e-105	337.3	TIGR01397	flagellar motor switch protein FliM
2563532514	126	43	119	1.1e-36	110.8	TIGR02480	flagellar motor switch protein FliN
2563532515	147	46	113	1.4e-21	62.6	TIGR03500	flagellar biosynthetic protein FliO
2563532516	252	53	249	4.1e-88	280.4	TIGR01103	flagellar biosynthetic protein FliP
2563532517	89	1	88	7.5e-31	92.4	TIGR01402	flagellar biosynthetic protein FliQ
2563532518	257	12	255	1.2e-72	230.5	TIGR01400	flagellar biosynthetic protein FliR
2563532519	374	5	352	1.1e-127	411.9	TIGR00328	flagellar biosynthetic protein FlhB
2563532520	699	15	695	0.0e+00	886.7	TIGR01398	flagellar biosynthesis protein FlhA
2563532521	492	1	366	9.4e-83	264.5	TIGR03499	flagellar biosynthetic protein FlhF
2563532523	237	10	231	4.2e-36	111.1	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2563532523	237	13	232	2.1e-82	263.2	TIGR02479	RNA polymerase sigma factor, FliA/WhiG family
2563532533	602	23	338	7.9e-49	152.9	TIGR00704	Na/Pi-cotransporter
2563532536	397	48	394	0.0e+00	495.9	TIGR03863	ABC transporter, substrate binding protein, PQQ-dependent alcohol dehydrogenase system
2563532537	320	11	320	0.0e+00	467.3	TIGR03866	PQQ-dependent catabolism-associated beta-propeller protein
2563532537	320	21	59	2.6e-08	21	TIGR02276	40-residue YVTN family beta-propeller repeat
2563532538	246	6	241	4.3e-109	349.5	TIGR03864	ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system
2563532539	267	7	259	2.5e-125	403.2	TIGR03861	alcohol ABC transporter, permease protein
2563532545	118	23	71	1.4e-13	37.2	TIGR01764	DNA binding domain, excisionase family
2563532553	392	99	189	8.0e-19	53.9	TIGR02742	type-F conjugative transfer system pilin assembly protein TrbC
2563532561	107	1	106	6.3e-25	74.1	TIGR02118	conserved hypothetical protein
2563532570	251	7	250	1.1e-40	125.7	TIGR00010	hydrolase, TatD family
2563532577	93	2	90	1.2e-21	63.5	TIGR02762	type IV conjugative transfer system protein TraL
2563532578	210	1	182	3.6e-28	84.7	TIGR02761	type IV conjugative transfer system protein TraE
2563532582	158	4	132	2.5e-18	53.3	TIGR02747	type IV conjugative transfer system lipoprotein TraV
2563532591	740	22	740	0.0e+00	1117.8	TIGR00198	catalase/peroxidase HPI
2563532598	477	135	448	2.7e-44	137.4	TIGR01730	RND family efflux transporter, MFP subunit
2563532599	1053	1	1050	0.0e+00	1240.5	TIGR00914	heavy metal efflux pump, CzcA family
2563532603	190	58	108	2.6e-11	29.1	TIGR00778	alkylhydroperoxidase AhpD family core domain
2563532605	463	6	462	0.0e+00	501.7	TIGR01386	heavy metal sensor kinase
2563532606	225	3	221	2.9e-112	359.6	TIGR01387	heavy metal response regulator
2563532607	130	5	128	1.6e-37	114.8	TIGR01396	flagellar basal-body rod protein FlgB
2563532613	581	9	581	0.0e+00	939.6	TIGR01480	copper-resistance protein, CopA family
2563532615	1652	1044	1648	0.0e+00	604.3	TIGR01511	copper-(or silver)-translocating P-type ATPase
2563532615	1652	1063	1647	0.0e+00	635.1	TIGR01525	heavy metal translocating P-type ATPase
2563532615	1652	5	893	0.0e+00	446.3	TIGR01517	plasma-membrane calcium-translocating P-type ATPase
2563532615	1652	83	351	5.6e-43	136.1	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2563532617	383	39	375	3.1e-53	166.8	TIGR01730	RND family efflux transporter, MFP subunit
2563532621	498	28	496	7.7e-106	340.6	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2563532623	801	17	799	0.0e+00	687.4	TIGR02746	type-IV secretion system protein TraC
2563532625	350	33	304	3.0e-89	284.9	TIGR02740	TraF-like protein
2563532632	371	49	360	2.8e-39	120.9	TIGR01730	RND family efflux transporter, MFP subunit
2563532633	1016	3	1014	0.0e+00	458.7	TIGR00914	heavy metal efflux pump, CzcA family
2563532639	473	136	448	4.0e-45	140.1	TIGR01730	RND family efflux transporter, MFP subunit
2563532640	1048	1	1045	0.0e+00	1240.9	TIGR00914	heavy metal efflux pump, CzcA family
2563532647	494	164	486	1.2e-49	156	TIGR01730	RND family efflux transporter, MFP subunit
2563532647	494	210	482	2.0e-78	250.2	TIGR00999	Membrane Fusion Protein cluster 2 (function with RND porters)
2563532649	1045	1	1045	0.0e+00	1763.6	TIGR00914	heavy metal efflux pump, CzcA family
2563532658	495	165	484	1.4e-40	125.2	TIGR01730	RND family efflux transporter, MFP subunit
2563532659	1065	1	1053	0.0e+00	1677.2	TIGR00914	heavy metal efflux pump, CzcA family
2563532661	2188	106	610	5.3e-77	247.9	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2563532661	2188	84	625	0.0e+00	535.8	TIGR01525	heavy metal translocating P-type ATPase
2563532661	2188	84	627	0.0e+00	445.7	TIGR01512	heavy metal-(Cd/Co/Hg/Pb/Zn)-translocating P-type ATPase
2563532661	2188	848	1420	0.0e+00	427.8	TIGR01511	copper-(or silver)-translocating P-type ATPase
2563532666	330	1	204	1.8e-66	209.2	TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
2563532667	608	6	602	0.0e+00	856.5	TIGR01108	oxaloacetate decarboxylase alpha subunit
2563532668	472	1	448	0.0e+00	642.3	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2563532674	302	9	302	0.0e+00	534.9	TIGR02039	sulfate adenylyltransferase, small subunit
2563532675	113	8	112	5.3e-37	112.6	TIGR02436	four helix bundle protein
2563532676	557	25	448	0.0e+00	627.8	TIGR02034	sulfate adenylyltransferase, large subunit
2563532676	557	26	227	2.7e-15	43.6	TIGR00231	small GTP-binding protein domain
2563532677	406	6	396	7.3e-121	389.6	TIGR00612	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
2563532678	626	17	611	0.0e+00	812.1	TIGR00110	dihydroxy-acid dehydratase
2563532679	449	14	444	0.0e+00	576	TIGR00508	adenosylmethionine-8-amino-7-oxononanoate transaminase
2563532681	246	10	180	8.6e-46	142.2	TIGR00347	dethiobiotin synthase
2563532682	450	29	445	2.3e-126	408.1	TIGR01143	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
2563532684	227	9	213	1.2e-34	105.7	TIGR02117	conserved hypothetical protein
2563532685	977	163	267	9.8e-23	67.8	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2563532685	977	80	967	0.0e+00	497.4	TIGR01517	plasma-membrane calcium-translocating P-type ATPase
2563532687	908	372	893	1.8e-89	288.5	TIGR01517	plasma-membrane calcium-translocating P-type ATPase
2563532687	908	91	357	8.8e-45	140.5	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2563532690	79	15	72	4.0e-24	70.6	TIGR03070	transcriptional regulator, y4mF family
2563532691	440	3	103	7.5e-27	79.7	TIGR03071	HipA N-terminal domain
2563532699	617	450	616	3.6e-56	175.5	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532710	571	63	419	4.4e-120	386.9	TIGR04416	group II intron reverse transcriptase/maturase
2563532723	1187	118	245	1.5e-12	33.9	TIGR00229	PAS domain S-box
2563532727	294	1	120	2.7e-24	72.1	TIGR03033	putative phage-type endonuclease
2563532729	571	63	419	3.2e-117	377.6	TIGR04416	group II intron reverse transcriptase/maturase
2563532732	324	17	196	3.8e-31	94.5	TIGR01913	phage recombination protein Bet
2563532733	161	1	161	2.6e-53	166.8	TIGR00621	single stranded DNA-binding protein (ssb)
2563532746	101	1	94	6.1e-39	118.6	TIGR00988	integration host factor, beta subunit
2563532755	332	5	325	1.9e-78	249.6	TIGR03739	PRTRC system protein D
2563532769	605	109	603	0.0e+00	606.5	TIGR03743	conjugative coupling factor TraD, SXT/TOL subfamily
2563532789	235	20	234	3.3e-32	98	TIGR00201	comF family protein
2563532790	322	17	315	8.2e-126	405.2	TIGR00433	biotin synthase
2563532791	389	20	382	0.0e+00	483	TIGR00858	8-amino-7-oxononanoate synthase
2563532792	288	101	283	2.7e-49	154	TIGR01738	pimelyl-[acyl-carrier protein] methyl ester esterase
2563532793	257	11	257	2.0e-68	216.8	TIGR02072	malonyl-acyl carrier protein O-methyltransferase BioC
2563532794	219	6	174	1.2e-51	161.2	TIGR00347	dethiobiotin synthase
2563532796	132	5	130	3.5e-32	97.3	TIGR02481	hemerythrin-like metal-binding domain
2563532797	384	33	258	4.3e-58	182.2	TIGR02866	cytochrome c oxidase, subunit II
2563532798	538	26	532	0.0e+00	689.5	TIGR02891	cytochrome c oxidase, subunit I
2563532804	666	391	663	1.4e-116	374.6	TIGR00064	signal recognition particle-docking protein FtsY
2563532805	218	1	214	1.3e-92	295.3	TIGR02673	cell division ATP-binding protein FtsE
2563532807	285	14	283	1.5e-121	392.1	TIGR02392	alternative sigma factor RpoH
2563532807	285	48	281	1.0e-32	100.1	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2563532808	78	1	77	5.1e-37	111.7	TIGR02647	TIGR02647 family protein
2563532810	335	149	318	2.4e-40	124.1	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532819	568	1	554	0.0e+00	527.3	TIGR00634	DNA repair protein RecN
2563532822	147	4	139	3.8e-48	148.7	TIGR00149	secondary thiamine-phosphate synthase enzyme
2563532833	199	8	191	3.8e-73	231.3	TIGR01416	ubiquinol-cytochrome c reductase, iron-sulfur subunit
2563532834	362	12	358	3.3e-98	314.7	TIGR01141	histidinol-phosphate aminotransferase
2563532835	436	38	432	0.0e+00	530.3	TIGR00069	histidinol dehydrogenase
2563532836	209	2	182	1.0e-58	184.3	TIGR00070	ATP phosphoribosyltransferase
2563532837	421	1	418	0.0e+00	595.9	TIGR01072	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
2563532839	155	10	146	1.9e-27	83.1	TIGR00996	virulence factor Mce family protein
2563532839	155	3	149	1.4e-57	180.7	TIGR04430	outer membrane lipid asymmetry maintenance protein MlaD
2563532840	260	2	259	3.8e-90	288.1	TIGR00056	ABC transport permease subunit
2563532843	102	4	96	1.2e-11	31.2	TIGR02385	addiction module toxin, RelE/StbE family
2563532847	392	6	390	0.0e+00	434.3	TIGR00275	flavoprotein, HI0933 family
2563532850	497	30	485	2.2e-111	358.8	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2563532851	1066	4	1060	0.0e+00	1214.3	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2563532852	425	76	414	3.2e-80	255.4	TIGR01730	RND family efflux transporter, MFP subunit
2563532858	646	36	643	0.0e+00	753.6	TIGR03938	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB
2563532864	847	2	847	0.0e+00	798	TIGR01524	magnesium-translocating P-type ATPase
2563532864	847	94	204	2.9e-20	59.1	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2563532865	261	9	238	1.9e-113	363.9	TIGR03707	polyphosphate kinase 2, PA0141 family
2563532868	805	41	800	0.0e+00	947.9	TIGR00763	endopeptidase La
2563532879	617	22	579	0.0e+00	702.6	TIGR02402	malto-oligosyltrehalose trehalohydrolase
2563532883	172	9	168	4.1e-73	230.9	TIGR03126	formaldehyde-activating enzyme
2563532884	200	2	198	1.8e-105	337.2	TIGR01755	NAD(P)H:quinone oxidoreductase, type IV
2563532885	348	48	248	5.8e-47	145.9	TIGR02866	cytochrome c oxidase, subunit II
2563532886	664	45	550	0.0e+00	704.4	TIGR02891	cytochrome c oxidase, subunit I
2563532894	445	5	431	0.0e+00	503.1	TIGR01513	putative nicotinate phosphoribosyltransferase
2563532904	385	2	351	0.0e+00	609.1	TIGR03565	alkanesulfonate monooxygenase, FMNH(2)-dependent
2563532905	324	38	322	5.3e-69	218.6	TIGR01728	ABC transporter, substrate-binding protein, aliphatic sulfonates family
2563532906	185	3	174	4.1e-65	204.9	TIGR03567	FMN reductase, SsuE family
2563532909	244	18	235	1.1e-52	166	TIGR00434	phosophoadenylyl-sulfate reductase (thioredoxin)
2563532909	244	36	233	4.2e-79	251.9	TIGR02055	thioredoxin-dependent adenylylsulfate APS reductase
2563532910	645	4	645	0.0e+00	846.4	TIGR01342	aconitate hydratase, putative, Aquifex type
2563532915	514	142	267	2.2e-14	39.8	TIGR00229	PAS domain S-box
2563532916	467	24	463	0.0e+00	502.5	TIGR02037	periplasmic serine protease, Do/DeqQ family
2563532917	531	5	516	0.0e+00	642.4	TIGR00551	L-aspartate oxidase
2563532922	337	2	332	6.7e-94	300.8	TIGR00233	tryptophanyl-tRNA synthetase
2563532924	134	1	134	5.1e-28	85	TIGR00039	6-pyruvoyl tetrahydropterin synthase/QueD family protein
2563532924	134	3	111	5.0e-29	87.8	TIGR03367	queuosine biosynthesis protein QueD
2563532930	495	2	492	0.0e+00	758.7	TIGR03708	polyphosphate:AMP phosphotransferase
2563532931	542	23	538	0.0e+00	590.1	TIGR01434	glutamate--cysteine ligase
2563532932	241	19	236	4.0e-55	174	TIGR00434	phosophoadenylyl-sulfate reductase (thioredoxin)
2563532932	241	37	234	9.7e-82	260.5	TIGR02055	thioredoxin-dependent adenylylsulfate APS reductase
2563532939	143	7	30	4.3e-12	31.8	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2563532940	188	4	87	6.3e-16	45.6	TIGR01708	type II secretion system protein H
2563532940	188	6	29	6.7e-11	29	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2563532941	247	4	27	1.3e-09	24	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2563532944	271	1	270	2.7e-96	308.1	TIGR00577	DNA-formamidopyrimidine glycosylase
2563532956	662	220	395	6.4e-49	152	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532958	680	491	660	1.8e-52	163.5	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532962	183	7	173	4.2e-47	146.3	TIGR03126	formaldehyde-activating enzyme
2563532967	541	25	432	0.0e+00	647.8	TIGR02034	sulfate adenylyltransferase, large subunit
2563532967	541	27	213	1.9e-17	50.6	TIGR00231	small GTP-binding protein domain
2563532968	302	9	302	0.0e+00	539.9	TIGR02039	sulfate adenylyltransferase, small subunit
2563532969	842	280	405	1.0e-18	54.8	TIGR00229	PAS domain S-box
2563532969	842	405	577	3.3e-44	137.6	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532983	206	1	197	4.5e-37	113.8	TIGR00427	membrane protein, MarC family
2563532987	515	26	503	0.0e+00	557	TIGR00962	proton translocating ATP synthase, F1 alpha subunit
2563532990	221	3	212	8.6e-36	110	TIGR01131	ATP synthase subunit 6 (eukaryotes),also subunit A (prokaryotes)
2563532991	86	1	86	3.1e-13	36.1	TIGR02230	F0F1-ATPase subunit, putative
2563532994	464	13	464	0.0e+00	580.1	TIGR01039	ATP synthase, F1 beta subunit
2563533001	353	32	353	9.8e-96	306.8	TIGR00383	magnesium Mg(2+) and cobalt Co(2+) transport protein (corA)
2563533003	456	1	450	0.0e+00	624.6	TIGR00416	DNA repair protein RadA
2563533004	696	10	693	0.0e+00	683.9	TIGR02100	glycogen debranching enzyme GlgX
2563533007	87	4	87	1.0e-10	29.2	TIGR02385	addiction module toxin, RelE/StbE family
2563533007	87	7	86	3.1e-28	85.1	TIGR02116	toxin-antitoxin system, toxin component, Txe/YoeB family
2563533008	80	3	55	5.0e-13	34.5	TIGR01552	prevent-host-death family protein
2563533017	477	2	477	0.0e+00	585.2	TIGR02095	glycogen/starch synthase, ADP-glucose type
2563533018	724	108	723	0.0e+00	937.9	TIGR01515	alpha-1,4-glucan:alpha-1,4-glucan 6-glycosyltransferase
2563533019	426	20	394	0.0e+00	515.5	TIGR02091	glucose-1-phosphate adenylyltransferase
2563533021	489	2	488	9.0e-117	377.2	TIGR00217	4-alpha-glucanotransferase
2563533022	289	28	277	1.7e-79	252.7	TIGR03871	quinoprotein dehydrogenase-associated probable ABC transporter substrate-binding protein
2563533023	618	20	569	0.0e+00	756.9	TIGR03075	PQQ-dependent dehydrogenase, methanol/ethanol family
2563533024	241	5	236	9.8e-89	282.6	TIGR01854	UDP-2,3-diacylglucosamine diphosphatase
2563533026	492	32	492	0.0e+00	599.9	TIGR00435	cysteinyl-tRNA synthetase
2563533032	736	97	736	3.1e-107	345.7	TIGR01783	TonB-dependent siderophore receptor
2563533035	254	175	252	2.1e-25	75.2	TIGR01352	TonB family C-terminal domain
2563533045	728	84	728	5.5e-115	371.3	TIGR01783	TonB-dependent siderophore receptor
2563533049	355	26	355	8.8e-79	251	TIGR00016	acetate kinase
2563533051	77	9	75	5.7e-31	92.6	TIGR02574	putative addiction module component, TIGR02574 family
2563533054	835	24	827	0.0e+00	1186.3	TIGR02093	glycogen/starch/alpha-glucan phosphorylases
2563533057	603	403	577	3.0e-15	42.4	TIGR00254	diguanylate cyclase (GGDEF) domain
2563533058	776	20	126	9.0e-17	47.6	TIGR00229	PAS domain S-box
2563533062	738	267	389	1.5e-25	75.9	TIGR00229	PAS domain S-box
2563533067	103	1	94	2.9e-38	116.4	TIGR00988	integration host factor, beta subunit
2563533069	346	2	311	1.6e-75	240.3	TIGR00661	conserved hypothetical protein
2563533075	170	14	167	1.9e-39	121.3	TIGR00473	CDP-diacylglycerol--serine O-phosphatidyltransferase
2563533076	266	59	185	3.2e-31	94	TIGR00530	1-acyl-sn-glycerol-3-phosphate acyltransferases
2563533079	359	14	43	5.3e-10	26.6	TIGR01409	Tat (twin-arginine translocation) pathway signal sequence
2563533079	359	2	359	0.0e+00	549.3	TIGR00391	hydrogenase (NiFe) small subunit (hydA)
2563533082	232	10	224	4.0e-69	218.4	TIGR02125	Ni/Fe-hydrogenase, b-type cytochrome subunit
2563533083	223	3	154	3.8e-68	215.3	TIGR00140	hydrogenase expression/formation protein
2563533083	223	4	150	6.0e-50	156.1	TIGR00072	hydrogenase maturation protease
2563533084	98	1	79	3.8e-26	77.1	TIGR00074	hydrogenase assembly chaperone HypC/HupF
2563533088	155	12	147	9.2e-51	157.7	TIGR03993	[NiFe] hydrogenase assembly chaperone, HybE family
2563533090	133	21	133	5.4e-40	122.3	TIGR00100	hydrogenase nickel insertion protein HypA
2563533091	285	64	280	1.8e-95	304.5	TIGR00073	hydrogenase accessory protein HypB
2563533092	47	5	47	9.2e-11	27.9	TIGR02574	putative addiction module component, TIGR02574 family
2563533093	76	1	75	8.4e-26	76	TIGR00074	hydrogenase assembly chaperone HypC/HupF
2563533094	368	1	368	0.0e+00	496	TIGR00075	hydrogenase expression/formation protein HypD
2563533096	347	15	347	0.0e+00	468.7	TIGR02124	hydrogenase expression/formation protein HypE
2563533097	770	6	766	0.0e+00	799.2	TIGR00143	[NiFe] hydrogenase maturation protein HypF
2563533101	423	14	407	1.4e-92	297.5	TIGR00275	flavoprotein, HI0933 family
2563533101	423	34	414	0.0e+00	556.4	TIGR03862	uncharacterized flavoprotein, PP_4765 family
2563533105	111	52	101	1.3e-10	27.7	TIGR01764	DNA binding domain, excisionase family
2563533120	73	8	72	8.0e-26	76.1	TIGR02574	putative addiction module component, TIGR02574 family
2563533123	129	4	119	2.5e-14	39.7	TIGR00305	putative toxin-antitoxin system toxin component, PIN family
2563533125	295	11	289	4.1e-98	314.6	TIGR01473	protoheme IX farnesyltransferase
2563533126	345	4	325	0.0e+00	575.1	TIGR02012	protein RecA
2563533128	870	8	847	0.0e+00	1048.3	TIGR00344	alanine--tRNA ligase
2563533129	408	1	403	0.0e+00	449.5	TIGR00656	aspartate kinase, monofunctional class
2563533129	408	55	402	7.2e-125	404.4	TIGR00657	aspartate kinase
2563533130	66	1	66	4.0e-34	102.9	TIGR00202	carbon storage regulator (csrA)
2563533134	111	29	105	2.6e-28	84.2	TIGR04073	putative exosortase-associated protein, TIGR04073 family
2563533137	332	6	75	2.4e-19	56.3	TIGR00122	BirA biotin operon repressor domain
2563533137	332	86	327	5.2e-62	196.5	TIGR00121	birA, biotin-[acetyl-CoA-carboxylase] ligase region
2563533138	243	2	240	1.2e-34	106.1	TIGR00671	pantothenate kinase, type III
2563533141	429	2	425	1.8e-119	386.2	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2563533141	429	5	414	3.5e-127	412	TIGR01579	MiaB-like tRNA modifying enzyme
2563533143	494	2	492	0.0e+00	707.4	TIGR01311	glycerol kinase
2563533145	449	22	441	6.6e-103	330.8	TIGR01844	type I secretion outer membrane protein, TolC family
2563533153	339	1	339	0.0e+00	461.9	TIGR00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2563533154	135	6	134	5.2e-43	132.6	TIGR02096	conserved hypothetical protein, steroid delta-isomerase-related
2563533155	554	30	553	0.0e+00	798.1	TIGR00440	glutaminyl-tRNA synthetase
2563533159	430	21	411	1.3e-114	369.3	TIGR02421	conserved hypothetical protein
2563533168	112	1	106	1.7e-26	78.5	TIGR00377	anti-anti-sigma factor
2563533177	341	13	339	1.7e-88	282.8	TIGR02822	zinc-binding alcohol dehydrogenase family protein
